40.702147,-74.015794,blues,12345,pothole,2.5|40.711614,-74.012318,greeng|40.718217,-73 .998284,redc40.702147,-74.015794,blues,12345,pothole,2.5|40.711614,-74.012318,greeng|40.718217,-73.998284,redc
40.702147,-74.015794,blues,12345,pothole,2.5|40.711614,-74.012318,greeng|40.718217,-73.998284,redc
40.702147,-74.015794,blues,12345,pothole,2.5|40.711614,-74.012318,greeng|40.718217,-73.998284,redc
53.343583,-6.24959,redE,0,UNKNOWN,0
53.343583,-6.24959,redE,1249659071.5815038976,UNKNOWN,0
53.343583,-6.24959,redE,1249830380.4399720448,UNKNOWN,1.951922129594313984
53.343583,-6.24959,redE,1249841518.8588122112,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249844377.954640896,UNKNOWN,1.951922129594313984|

53.343583,-6.24959,redE,1249846071.8427199488,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249846883.334986752,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249851047.460349952,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249855551.788795904,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249855594.304376832,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249855751.674888192,UNKNOWN,1.951922129594313984
53.343583,-6.24959,redE,1249856418.127265792,UNKNOWN,1.951922129594313984
53.343583,-6.24959,redE,1249856512.8870510592,UNKNOWN,1.951922129594313984
53.343583,-6.24959,redE,1249856594.1663070208,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249903124.3671871488,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249924861.1919372288,UNKNOWN,1.951922129594313984|
53.343583,-6.24959,redE,1249925460.2927558656,POTHOLE,0.1315294643796590592|
53.343583,-6.24959,redE,1249925756.6770638848,POTHOLE,0.1315294643796590592|
53.343583,-6.24959,redE,1249934887.175257088,POTHOLE,0.1315294643796590592|
53.343583,-6.24959,redE,1249987396.4628590592,POTHOLE,0.1315294643796590592|
53.343583,-6.24959,redE,1249987569.7664591872,POTHOLE,0.1315294643796590592|
53.343583,-6.24959,redE,1250000938.9471268864,POTHOLE,0.1315294643796590592|
53.343583,-6.24959,redE,1250706333.6403472384,POTHOLE,0.1315294643796590592|
53.343583,-6.24959,redE,1250787556.6840178688,POTHOLE,0.1315294643796590592|
37.33168899999999488,-122.03073100000002048,redE,1286123672.5839151104,UNKNOWN,0.1315294643796590592|
37.33168899999999488,-122.03073100000002048,redE,1286123672.5839151104,UNKNOWN,0.1315294643796590592|
